ts_code,trade_date,pb,pb1220
000001.SH,20170210,1.64,1.62
000001.SH,20170213,1.65,1.62
000001.SH,20170214,1.66,1.62
000001.SH,20170215,1.66,1.62
000001.SH,20170216,1.66,1.62
000001.SH,20170217,1.65,1.62
000001.SH,20170220,1.67,1.62
000001.SH,20170221,1.68,1.62
000001.SH,20170222,1.68,1.62
000001.SH,20170223,1.68,1.62
000001.SH,20170224,1.68,1.62
000001.SH,20170227,1.67,1.62
000001.SH,20170228,1.68,1.62
000001.SH,20170301,1.68,1.62
000001.SH,20170302,1.67,1.62
000001.SH,20170303,1.67,1.62
000001.SH,20170306,1.67,1.62
000001.SH,20170307,1.68,1.62
000001.SH,20170308,1.68,1.62
000001.SH,20170309,1.67,1.62
000001.SH,20170310,1.66,1.62
000001.SH,20170313,1.68,1.62
000001.SH,20170314,1.68,1.62
000001.SH,20170315,1.68,1.62
000001.SH,20170316,1.69,1.62
000001.SH,20170317,1.68,1.62
000001.SH,20170320,1.68,1.62
000001.SH,20170321,1.69,1.62
000001.SH,20170322,1.68,1.62
000001.SH,20170323,1.68,1.62
000001.SH,20170324,1.69,1.62
000001.SH,20170327,1.69,1.62
000001.SH,20170328,1.68,1.62
000001.SH,20170329,1.68,1.62
000001.SH,20170330,1.66,1.62
000001.SH,20170331,1.66,1.62
000001.SH,20170405,1.68,1.62
000001.SH,20170406,1.69,1.62
000001.SH,20170407,1.69,1.62
000001.SH,20170410,1.68,1.62
000001.SH,20170411,1.69,1.62
000001.SH,20170412,1.68,1.62
000001.SH,20170413,1.68,1.62
000001.SH,20170414,1.67,1.62
000001.SH,20170417,1.66,1.62
000001.SH,20170418,1.65,1.62
000001.SH,20170419,1.63,1.62
000001.SH,20170420,1.63,1.62
000001.SH,20170421,1.64,1.62
000001.SH,20170424,1.61,1.61
000001.SH,20170425,1.62,1.61
000001.SH,20170426,1.62,1.61
000001.SH,20170427,1.62,1.61
000001.SH,20170428,1.6,1.61
000001.SH,20170502,1.58,1.61
000001.SH,20170503,1.57,1.61
000001.SH,20170504,1.57,1.61
000001.SH,20170505,1.56,1.61
000001.SH,20170508,1.55,1.61
000001.SH,20170509,1.55,1.61
000001.SH,20170510,1.54,1.61
000001.SH,20170511,1.54,1.61
000001.SH,20170512,1.56,1.61
000001.SH,20170515,1.56,1.61
000001.SH,20170516,1.57,1.61
000001.SH,20170517,1.56,1.61
000001.SH,20170518,1.56,1.61
000001.SH,20170519,1.56,1.61
000001.SH,20170522,1.55,1.61
000001.SH,20170523,1.55,1.61
000001.SH,20170524,1.55,1.61
000001.SH,20170525,1.58,1.61
000001.SH,20170526,1.58,1.61
000001.SH,20170531,1.58,1.61
000001.SH,20170601,1.58,1.61
000001.SH,20170602,1.58,1.61
000001.SH,20170605,1.57,1.61
000001.SH,20170606,1.58,1.61
000001.SH,20170607,1.59,1.61
000001.SH,20170608,1.6,1.61
000001.SH,20170609,1.6,1.61
000001.SH,20170612,1.6,1.61
000001.SH,20170613,1.6,1.61
000001.SH,20170614,1.59,1.61
000001.SH,20170615,1.59,1.61
000001.SH,20170616,1.59,1.61
000001.SH,20170619,1.6,1.61
000001.SH,20170620,1.6,1.61
000001.SH,20170621,1.61,1.61
000001.SH,20170622,1.61,1.61
000001.SH,20170623,1.61,1.61
000001.SH,20170626,1.63,1.61
000001.SH,20170627,1.63,1.61
000001.SH,20170628,1.62,1.61
000001.SH,20170629,1.63,1.61
000001.SH,20170630,1.64,1.61
000001.SH,20170703,1.64,1.61
000001.SH,20170704,1.63,1.61
000001.SH,20170705,1.64,1.61
000001.SH,20170706,1.65,1.61
000001.SH,20170707,1.65,1.61
000001.SH,20170710,1.66,1.61
000001.SH,20170711,1.66,1.61
000001.SH,20170712,1.66,1.61
000001.SH,20170713,1.67,1.61
000001.SH,20170714,1.68,1.61
000001.SH,20170717,1.67,1.61
000001.SH,20170718,1.67,1.61
000001.SH,20170719,1.69,1.61
000001.SH,20170720,1.7,1.61
000001.SH,20170721,1.7,1.61
000001.SH,20170724,1.7,1.61
000001.SH,20170725,1.7,1.61
000001.SH,20170726,1.71,1.61
000001.SH,20170727,1.71,1.61
000001.SH,20170728,1.71,1.61
000001.SH,20170731,1.72,1.61
000001.SH,20170801,1.73,1.61
000001.SH,20170802,1.73,1.61
000001.SH,20170803,1.72,1.61
000001.SH,20170804,1.72,1.61
000001.SH,20170807,1.72,1.61
000001.SH,20170808,1.73,1.61
000001.SH,20170809,1.72,1.61
000001.SH,20170810,1.71,1.61
000001.SH,20170811,1.69,1.61
000001.SH,20170814,1.7,1.61
000001.SH,20170815,1.71,1.61
000001.SH,20170816,1.71,1.61
000001.SH,20170817,1.72,1.61
000001.SH,20170818,1.72,1.61
000001.SH,20170821,1.72,1.61
000001.SH,20170822,1.73,1.61
000001.SH,20170823,1.73,1.61
000001.SH,20170824,1.72,1.61
000001.SH,20170825,1.75,1.61
000001.SH,20170828,1.76,1.61
000001.SH,20170829,1.76,1.61
000001.SH,20170830,1.75,1.61
000001.SH,20170831,1.73,1.61
000001.SH,20170901,1.73,1.61
000001.SH,20170904,1.74,1.61
000001.SH,20170905,1.74,1.61
000001.SH,20170906,1.74,1.61
000001.SH,20170907,1.73,1.61
000001.SH,20170908,1.73,1.61
000001.SH,20170911,1.74,1.61
000001.SH,20170912,1.74,1.61
000001.SH,20170913,1.74,1.61
000001.SH,20170914,1.73,1.61
000001.SH,20170915,1.72,1.61
000001.SH,20170918,1.73,1.61
000001.SH,20170919,1.72,1.61
000001.SH,20170920,1.73,1.61
000001.SH,20170921,1.73,1.61
000001.SH,20170922,1.73,1.61
000001.SH,20170925,1.72,1.62
000001.SH,20170926,1.73,1.62
000001.SH,20170927,1.72,1.62
000001.SH,20170928,1.72,1.62
000001.SH,20170929,1.73,1.62
000001.SH,20171009,1.74,1.62
000001.SH,20171010,1.74,1.62
000001.SH,20171011,1.75,1.62
000001.SH,20171012,1.75,1.62
000001.SH,20171013,1.75,1.62
000001.SH,20171016,1.74,1.62
000001.SH,20171017,1.74,1.62
000001.SH,20171018,1.75,1.62
000001.SH,20171019,1.74,1.62
000001.SH,20171020,1.75,1.62
000001.SH,20171023,1.75,1.62
000001.SH,20171024,1.75,1.62
000001.SH,20171025,1.75,1.62
000001.SH,20171026,1.75,1.62
000001.SH,20171027,1.75,1.62
000001.SH,20171030,1.72,1.62
000001.SH,20171031,1.7,1.62
000001.SH,20171101,1.7,1.62
000001.SH,20171102,1.7,1.62
000001.SH,20171103,1.69,1.62
000001.SH,20171106,1.7,1.62
000001.SH,20171107,1.71,1.62
000001.SH,20171108,1.71,1.62
000001.SH,20171109,1.71,1.62
000001.SH,20171110,1.72,1.62
000001.SH,20171113,1.72,1.62
000001.SH,20171114,1.72,1.62
000001.SH,20171115,1.7,1.62
000001.SH,20171116,1.7,1.62
000001.SH,20171117,1.7,1.62
000001.SH,20171120,1.71,1.62
000001.SH,20171121,1.72,1.62
000001.SH,20171122,1.73,1.62
000001.SH,20171123,1.69,1.62
000001.SH,20171124,1.69,1.62
000001.SH,20171127,1.68,1.62
000001.SH,20171128,1.68,1.62
000001.SH,20171129,1.68,1.62
000001.SH,20171130,1.67,1.62
000001.SH,20171201,1.67,1.62
000001.SH,20171204,1.67,1.62
000001.SH,20171205,1.67,1.62
000001.SH,20171206,1.66,1.62
000001.SH,20171207,1.65,1.62
000001.SH,20171208,1.66,1.62
000001.SH,20171211,1.68,1.62
000001.SH,20171212,1.65,1.62
000001.SH,20171213,1.67,1.63
000001.SH,20171214,1.66,1.63
000001.SH,20171215,1.65,1.63
000001.SH,20171218,1.65,1.63
000001.SH,20171219,1.67,1.63
000001.SH,20171220,1.66,1.63
000001.SH,20171221,1.67,1.63
000001.SH,20171222,1.67,1.63
000001.SH,20171225,1.66,1.63
000001.SH,20171226,1.68,1.63
000001.SH,20171227,1.66,1.63
000001.SH,20171228,1.67,1.63
000001.SH,20171229,1.68,1.63
000001.SH,20180102,1.7,1.63
000001.SH,20180103,1.71,1.63
000001.SH,20180104,1.72,1.63
000001.SH,20180105,1.72,1.63
000001.SH,20180108,1.73,1.63
000001.SH,20180109,1.73,1.63
000001.SH,20180110,1.73,1.63
000001.SH,20180111,1.73,1.63
000001.SH,20180112,1.74,1.63
000001.SH,20180115,1.73,1.63
000001.SH,20180116,1.75,1.63
000001.SH,20180117,1.75,1.63
000001.SH,20180118,1.77,1.63
000001.SH,20180119,1.78,1.63
000001.SH,20180122,1.78,1.63
000001.SH,20180123,1.81,1.63
000001.SH,20180124,1.82,1.63
000001.SH,20180125,1.81,1.63
000001.SH,20180126,1.81,1.63
000001.SH,20180129,1.8,1.63
000001.SH,20180130,1.78,1.63
000001.SH,20180131,1.78,1.63
000001.SH,20180201,1.77,1.63
000001.SH,20180202,1.78,1.63
000001.SH,20180205,1.79,1.63
000001.SH,20180206,1.73,1.63
000001.SH,20180207,1.7,1.63
000001.SH,20180208,1.67,1.63
000001.SH,20180209,1.6,1.63
000001.SH,20180212,1.61,1.63
000001.SH,20180213,1.63,1.63
000001.SH,20180214,1.63,1.63
000001.SH,20180222,1.67,1.63
000001.SH,20180223,1.68,1.63
000001.SH,20180226,1.7,1.63
000001.SH,20180227,1.68,1.63
000001.SH,20180228,1.67,1.63
000001.SH,20180301,1.68,1.63
000001.SH,20180302,1.67,1.63
000001.SH,20180305,1.67,1.63
000001.SH,20180306,1.68,1.63
000001.SH,20180307,1.68,1.63
000001.SH,20180308,1.68,1.63
000001.SH,20180309,1.69,1.63
000001.SH,20180312,1.7,1.63
000001.SH,20180313,1.69,1.63
000001.SH,20180314,1.67,1.63
000001.SH,20180315,1.68,1.63
000001.SH,20180316,1.66,1.63
000001.SH,20180319,1.67,1.63
000001.SH,20180320,1.68,1.63
000001.SH,20180321,1.67,1.63
000001.SH,20180322,1.66,1.63
000001.SH,20180323,1.61,1.63
000001.SH,20180326,1.59,1.63
000001.SH,20180327,1.61,1.63
000001.SH,20180328,1.58,1.63
000001.SH,20180329,1.6,1.63
000001.SH,20180330,1.6,1.63
000001.SH,20180402,1.59,1.63
000001.SH,20180403,1.58,1.63
000001.SH,20180404,1.58,1.63
000001.SH,20180409,1.58,1.63
000001.SH,20180410,1.61,1.63
000001.SH,20180411,1.62,1.63
000001.SH,20180412,1.61,1.63
000001.SH,20180413,1.59,1.63
000001.SH,20180416,1.57,1.63
000001.SH,20180417,1.54,1.63
000001.SH,20180418,1.56,1.63
000001.SH,20180419,1.57,1.63
000001.SH,20180420,1.55,1.63
000001.SH,20180423,1.55,1.63
000001.SH,20180424,1.58,1.63
000001.SH,20180425,1.57,1.63
000001.SH,20180426,1.54,1.63
000001.SH,20180427,1.54,1.63
000001.SH,20180502,1.52,1.63
000001.SH,20180503,1.53,1.63
000001.SH,20180504,1.52,1.63
000001.SH,20180507,1.54,1.63
000001.SH,20180508,1.56,1.63
000001.SH,20180509,1.56,1.63
000001.SH,20180510,1.57,1.63
000001.SH,20180511,1.56,1.63
000001.SH,20180514,1.57,1.63
000001.SH,20180515,1.58,1.63
000001.SH,20180516,1.56,1.63
000001.SH,20180517,1.56,1.63
000001.SH,20180518,1.58,1.63
000001.SH,20180521,1.59,1.63
000001.SH,20180522,1.59,1.63
000001.SH,20180523,1.56,1.63
000001.SH,20180524,1.56,1.63
000001.SH,20180525,1.55,1.63
000001.SH,20180528,1.55,1.63
000001.SH,20180529,1.54,1.63
000001.SH,20180530,1.51,1.63
000001.SH,20180531,1.53,1.63
000001.SH,20180601,1.52,1.63
000001.SH,20180604,1.53,1.63
000001.SH,20180605,1.54,1.63
000001.SH,20180606,1.54,1.63
000001.SH,20180607,1.54,1.63
000001.SH,20180608,1.52,1.63
000001.SH,20180611,1.52,1.63
000001.SH,20180612,1.53,1.63
000001.SH,20180613,1.52,1.63
000001.SH,20180614,1.52,1.63
000001.SH,20180615,1.51,1.63
000001.SH,20180619,1.46,1.63
000001.SH,20180620,1.46,1.63
000001.SH,20180621,1.45,1.63
000001.SH,20180622,1.45,1.63
000001.SH,20180625,1.45,1.63
000001.SH,20180626,1.44,1.63
000001.SH,20180627,1.42,1.63
000001.SH,20180628,1.41,1.63
000001.SH,20180629,1.44,1.63
000001.SH,20180702,1.4,1.63
000001.SH,20180703,1.41,1.63
000001.SH,20180704,1.39,1.63
000001.SH,20180705,1.39,1.63
000001.SH,20180706,1.39,1.63
000001.SH,20180709,1.43,1.63
000001.SH,20180710,1.44,1.63
000001.SH,20180711,1.41,1.63
000001.SH,20180712,1.45,1.63
000001.SH,20180713,1.45,1.63
000001.SH,20180716,1.44,1.63
000001.SH,20180717,1.44,1.63
000001.SH,20180718,1.43,1.63
000001.SH,20180719,1.42,1.63
000001.SH,20180720,1.46,1.63
000001.SH,20180723,1.48,1.63
000001.SH,20180724,1.5,1.63
000001.SH,20180725,1.5,1.63
000001.SH,20180726,1.49,1.63
000001.SH,20180727,1.48,1.63
000001.SH,20180730,1.48,1.63
000001.SH,20180731,1.49,1.63
000001.SH,20180801,1.46,1.63
000001.SH,20180802,1.43,1.63
000001.SH,20180803,1.42,1.63
000001.SH,20180806,1.4,1.63
000001.SH,20180807,1.44,1.63
000001.SH,20180808,1.42,1.63
000001.SH,20180809,1.45,1.63
000001.SH,20180810,1.45,1.63
000001.SH,20180813,1.44,1.63
000001.SH,20180814,1.44,1.63
000001.SH,20180815,1.41,1.63
000001.SH,20180816,1.4,1.63
000001.SH,20180817,1.38,1.63
000001.SH,20180820,1.4,1.63
000001.SH,20180821,1.41,1.63
000001.SH,20180822,1.4,1.63
000001.SH,20180823,1.41,1.63
000001.SH,20180824,1.41,1.63
000001.SH,20180827,1.43,1.63
000001.SH,20180828,1.43,1.63
000001.SH,20180829,1.41,1.63
000001.SH,20180830,1.39,1.64
000001.SH,20180831,1.38,1.64
000001.SH,20180903,1.38,1.64
000001.SH,20180904,1.4,1.64
000001.SH,20180905,1.37,1.64
000001.SH,20180906,1.37,1.63
000001.SH,20180907,1.37,1.63
000001.SH,20180910,1.36,1.63
000001.SH,20180911,1.35,1.63
000001.SH,20180912,1.35,1.63
000001.SH,20180913,1.37,1.63
000001.SH,20180914,1.36,1.63
000001.SH,20180917,1.35,1.63
000001.SH,20180918,1.37,1.63
000001.SH,20180919,1.39,1.63
000001.SH,20180920,1.39,1.63
000001.SH,20180921,1.43,1.63
000001.SH,20180925,1.42,1.63
000001.SH,20180926,1.43,1.63
000001.SH,20180927,1.42,1.63
000001.SH,20180928,1.44,1.63
000001.SH,20181008,1.39,1.63
000001.SH,20181009,1.41,1.63
000001.SH,20181010,1.39,1.63
000001.SH,20181011,1.32,1.63
000001.SH,20181012,1.34,1.63
000001.SH,20181015,1.32,1.63
000001.SH,20181016,1.31,1.63
000001.SH,20181017,1.31,1.63
000001.SH,20181018,1.28,1.63
000001.SH,20181019,1.31,1.63
000001.SH,20181022,1.36,1.63
000001.SH,20181023,1.33,1.63
000001.SH,20181024,1.33,1.63
000001.SH,20181025,1.33,1.63
000001.SH,20181026,1.32,1.63
000001.SH,20181029,1.29,1.63
000001.SH,20181030,1.29,1.63
000001.SH,20181031,1.29,1.63
000001.SH,20181101,1.29,1.63
000001.SH,20181102,1.32,1.63
000001.SH,20181105,1.31,1.63
000001.SH,20181106,1.31,1.63
000001.SH,20181107,1.3,1.63
000001.SH,20181108,1.3,1.63
000001.SH,20181109,1.28,1.63
000001.SH,20181112,1.29,1.63
000001.SH,20181113,1.3,1.63
000001.SH,20181114,1.29,1.63
000001.SH,20181115,1.31,1.63
000001.SH,20181116,1.31,1.63
000001.SH,20181119,1.33,1.63
000001.SH,20181120,1.3,1.63
000001.SH,20181121,1.3,1.63
000001.SH,20181122,1.3,1.63
000001.SH,20181123,1.27,1.63
000001.SH,20181126,1.27,1.63
000001.SH,20181127,1.27,1.63
000001.SH,20181128,1.28,1.63
000001.SH,20181129,1.26,1.63
000001.SH,20181130,1.28,1.63
000001.SH,20181203,1.31,1.63
000001.SH,20181204,1.31,1.63
000001.SH,20181205,1.31,1.63
000001.SH,20181206,1.28,1.63
000001.SH,20181207,1.28,1.63
000001.SH,20181210,1.29,1.63
000001.SH,20181211,1.29,1.63
000001.SH,20181212,1.29,1.63
000001.SH,20181213,1.31,1.63
000001.SH,20181214,1.29,1.63
000001.SH,20181217,1.29,1.63
000001.SH,20181218,1.28,1.63
000001.SH,20181219,1.27,1.63
000001.SH,20181220,1.26,1.63
000001.SH,20181221,1.25,1.63
000001.SH,20181224,1.26,1.63
000001.SH,20181225,1.24,1.63
000001.SH,20181226,1.24,1.63
000001.SH,20181227,1.23,1.63
000001.SH,20181228,1.24,1.63
000001.SH,20190102,1.22,1.63
000001.SH,20190103,1.22,1.63
000001.SH,20190104,1.25,1.63
000001.SH,20190107,1.26,1.63
000001.SH,20190108,1.25,1.63
000001.SH,20190109,1.26,1.63
000001.SH,20190110,1.26,1.63
000001.SH,20190111,1.27,1.63
000001.SH,20190114,1.26,1.63
000001.SH,20190115,1.27,1.63
000001.SH,20190116,1.27,1.63
000001.SH,20190117,1.27,1.63
000001.SH,20190118,1.29,1.63
000001.SH,20190121,1.29,1.63
000001.SH,20190122,1.28,1.63
000001.SH,20190123,1.28,1.63
000001.SH,20190124,1.28,1.63
000001.SH,20190125,1.29,1.63
000001.SH,20190128,1.29,1.63
000001.SH,20190129,1.29,1.63
000001.SH,20190130,1.28,1.63
000001.SH,20190131,1.29,1.63
000001.SH,20190201,1.3,1.63
000001.SH,20190211,1.32,1.63
000001.SH,20190212,1.32,1.63
000001.SH,20190213,1.35,1.63
000001.SH,20190214,1.34,1.63
000001.SH,20190215,1.32,1.63
000001.SH,20190218,1.36,1.63
000001.SH,20190219,1.36,1.63
000001.SH,20190220,1.36,1.63
000001.SH,20190221,1.36,1.63
000001.SH,20190222,1.38,1.63
000001.SH,20190225,1.46,1.63
000001.SH,20190226,1.45,1.63
000001.SH,20190227,1.46,1.63
000001.SH,20190228,1.45,1.63
000001.SH,20190301,1.48,1.63
000001.SH,20190304,1.49,1.63
000001.SH,20190305,1.5,1.63
000001.SH,20190306,1.53,1.63
000001.SH,20190307,1.52,1.63
000001.SH,20190308,1.46,1.63
000001.SH,20190311,1.48,1.63
000001.SH,20190312,1.5,1.63
000001.SH,20190313,1.48,1.63
000001.SH,20190314,1.47,1.63
000001.SH,20190315,1.48,1.63
000001.SH,20190318,1.52,1.63
000001.SH,20190319,1.51,1.63
000001.SH,20190320,1.51,1.63
000001.SH,20190321,1.52,1.63
000001.SH,20190322,1.52,1.63
000001.SH,20190325,1.49,1.63
000001.SH,20190326,1.47,1.63
000001.SH,20190327,1.48,1.63
000001.SH,20190328,1.46,1.63
000001.SH,20190329,1.5,1.63
000001.SH,20190401,1.54,1.63
000001.SH,20190402,1.54,1.63
000001.SH,20190403,1.56,1.63
000001.SH,20190404,1.57,1.63
000001.SH,20190408,1.57,1.63
000001.SH,20190409,1.57,1.63
000001.SH,20190410,1.57,1.63
000001.SH,20190411,1.55,1.64
000001.SH,20190412,1.54,1.64
000001.SH,20190415,1.54,1.64
000001.SH,20190416,1.58,1.64
000001.SH,20190417,1.59,1.64
000001.SH,20190418,1.58,1.64
000001.SH,20190419,1.59,1.64
000001.SH,20190422,1.56,1.64
000001.SH,20190423,1.55,1.64
000001.SH,20190424,1.55,1.64
000001.SH,20190425,1.51,1.64
000001.SH,20190426,1.49,1.64
000001.SH,20190429,1.48,1.64
000001.SH,20190430,1.46,1.64
000001.SH,20190506,1.38,1.64
000001.SH,20190507,1.39,1.64
000001.SH,20190508,1.37,1.64
000001.SH,20190509,1.35,1.64
000001.SH,20190510,1.39,1.64
000001.SH,20190513,1.37,1.64
000001.SH,20190514,1.36,1.64
000001.SH,20190515,1.39,1.64
000001.SH,20190516,1.4,1.64
000001.SH,20190517,1.36,1.64
000001.SH,20190520,1.36,1.64
000001.SH,20190521,1.38,1.64
000001.SH,20190522,1.37,1.64
000001.SH,20190523,1.35,1.64
000001.SH,20190524,1.35,1.64
000001.SH,20190527,1.37,1.64
000001.SH,20190528,1.38,1.64
000001.SH,20190529,1.38,1.64
000001.SH,20190530,1.38,1.64
000001.SH,20190531,1.38,1.64
000001.SH,20190603,1.38,1.64
000001.SH,20190604,1.36,1.64
000001.SH,20190605,1.37,1.64
000001.SH,20190606,1.35,1.64
000001.SH,20190610,1.36,1.64
000001.SH,20190611,1.4,1.64
000001.SH,20190612,1.39,1.64
000001.SH,20190613,1.39,1.64
000001.SH,20190614,1.38,1.64
000001.SH,20190617,1.38,1.64
000001.SH,20190618,1.38,1.64
000001.SH,20190619,1.4,1.64
000001.SH,20190620,1.44,1.64
000001.SH,20190621,1.44,1.64
000001.SH,20190624,1.45,1.64
000001.SH,20190625,1.43,1.64
000001.SH,20190626,1.43,1.64
000001.SH,20190627,1.44,1.64
000001.SH,20190628,1.44,1.64
000001.SH,20190701,1.47,1.64
000001.SH,20190702,1.47,1.64
000001.SH,20190703,1.46,1.64
000001.SH,20190704,1.45,1.64
000001.SH,20190705,1.46,1.64
000001.SH,20190708,1.42,1.64
000001.SH,20190709,1.42,1.64
000001.SH,20190710,1.41,1.64
000001.SH,20190711,1.42,1.64
000001.SH,20190712,1.43,1.64
000001.SH,20190715,1.43,1.64
000001.SH,20190716,1.43,1.64
000001.SH,20190717,1.43,1.64
000001.SH,20190718,1.41,1.64
000001.SH,20190719,1.43,1.64
000001.SH,20190722,1.41,1.64
000001.SH,20190723,1.41,1.64
000001.SH,20190724,1.43,1.64
000001.SH,20190725,1.43,1.65
000001.SH,20190726,1.43,1.65
000001.SH,20190729,1.43,1.65
000001.SH,20190730,1.44,1.65
000001.SH,20190731,1.43,1.65
000001.SH,20190801,1.42,1.65
000001.SH,20190802,1.4,1.65
000001.SH,20190805,1.37,1.65
000001.SH,20190806,1.35,1.65
000001.SH,20190807,1.35,1.65
000001.SH,20190808,1.36,1.65
000001.SH,20190809,1.35,1.65
000001.SH,20190812,1.37,1.65
000001.SH,20190813,1.36,1.65
000001.SH,20190814,1.37,1.65
000001.SH,20190815,1.37,1.65
000001.SH,20190816,1.37,1.65
000001.SH,20190819,1.4,1.65
000001.SH,20190820,1.4,1.65
000001.SH,20190821,1.4,1.65
000001.SH,20190822,1.4,1.65
000001.SH,20190823,1.4,1.65
000001.SH,20190826,1.38,1.65
000001.SH,20190827,1.4,1.65
000001.SH,20190828,1.4,1.65
000001.SH,20190829,1.39,1.65
000001.SH,20190830,1.39,1.65
000001.SH,20190902,1.41,1.65
000001.SH,20190903,1.41,1.65
000001.SH,20190904,1.42,1.65
000001.SH,20190905,1.44,1.65
000001.SH,20190906,1.44,1.65
000001.SH,20190909,1.45,1.65
000001.SH,20190910,1.45,1.65
000001.SH,20190911,1.45,1.65
000001.SH,20190912,1.46,1.65
000001.SH,20190916,1.46,1.65
000001.SH,20190917,1.43,1.65
000001.SH,20190918,1.44,1.65
000001.SH,20190919,1.44,1.65
000001.SH,20190920,1.45,1.65
000001.SH,20190923,1.43,1.65
000001.SH,20190924,1.44,1.65
000001.SH,20190925,1.42,1.65
000001.SH,20190926,1.41,1.65
000001.SH,20190927,1.41,1.65
000001.SH,20190930,1.4,1.65
000001.SH,20191008,1.41,1.65
000001.SH,20191009,1.41,1.65
000001.SH,20191010,1.42,1.65
000001.SH,20191011,1.43,1.65
000001.SH,20191014,1.45,1.65
000001.SH,20191015,1.44,1.65
000001.SH,20191016,1.44,1.65
000001.SH,20191017,1.44,1.65
